Cancer	Gene_symbol	Ensembl_ID	Gene_biotype	ENTREZID	Onco_gene_OncoVar	P_value	FDR	OncoVar_Score	CGC	OncoKB	OncoVar	MutPanning	2020Rule	CTAT	HCD	Intogen	Oncogene	TSgene	CGCPointMut	FASMIC	MouseMut	PMID_29056346	PMID_29056346_collected_known	TCGA_papers	DriverDBv3	Therapeutic_target_in_PMID_30971826	Consensus_Score	Driver Level
PanCancer	FBXO18	ENSG00000134452	protein_coding	84893	N	0.596573590279973	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FBXW4	ENSG00000107829	protein_coding	6468	N	0.384748820248609	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FFAR4	ENSG00000186188	protein_coding	338557	N	0.0742241219057605	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FGF8	ENSG00000107831	protein_coding	2253	N	0.441810368341911	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	1	1
PanCancer	FGFBP3	ENSG00000174721	protein_coding	143282	N	0.310084796078138	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	FGFR2	ENSG00000066468	protein_coding	2263	Y	0.000240909563702163	0.0119113154740876	0.633453736438103	1	Oncogene	Y	Y	Oncogene	Oncogene	Y	Y	Y	N	Y	Y	Y	Y	Y	Y	Y	Y	51	4
PanCancer	FOXI2	ENSG00000186766	protein_coding	399823	N	0.540416929610293	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FRA10AC1	ENSG00000148690	protein_coding	118924	N	0.116125886021945	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	FRAT1	ENSG00000165879	protein_coding	10023	N	0.385012604250826	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	1	1
PanCancer	FRAT2	ENSG00000181274	protein_coding	23401	N	0.448170058611063	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	FRG2B	ENSG00000225899	protein_coding	441581	N	0.250086453439246	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FRMD4A	ENSG00000151474	protein_coding	55691	N	0.0135745391379671	0.336398166501564	0.475168146328854	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	FRMPD2	ENSG00000170324	protein_coding	143162	N	0.306032212599047	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FUOM	ENSG00000148803	protein_coding	282969	N	0.495481237304493	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	FUT11	ENSG00000196968	protein_coding	170384	N	0.0563285332921997	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	FXYD4	ENSG00000150201	protein_coding	53828	N	0.574958524450126	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	FZD8	ENSG00000177283	protein_coding	8325	N	0.196952100278146	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GAD2	ENSG00000136750	protein_coding	2572	N	0.2829052562884	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GATA3	ENSG00000107485	protein_coding	2625	Y	0	0	1	1	Oncogene/TSG	Y	Y	TSG	Pssible_TSG	Y	Y	N	N	Y	Y	N	Y	Y	Y	Y	Y	49	4
PanCancer	GBF1	ENSG00000107862	protein_coding	8729	N	0.556157995810221	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GDF10	ENSG00000266524	protein_coding	2662	N	0.508477135392666	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GDF2	ENSG00000263761	protein_coding	2658	N	0.567033222580055	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GDI2	ENSG00000057608	protein_coding	2665	N	0.479587734324351	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	1	1
PanCancer	GFRA1	ENSG00000151892	protein_coding	2674	N	0.237615725483199	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GHITM	ENSG00000165678	protein_coding	27069	N	0.467254689982015	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	GJD4	ENSG00000177291	protein_coding	219770	N	0.433711549888052	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GLRX3	ENSG00000108010	protein_coding	10539	N	0.0751127160208392	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	GLUD1	ENSG00000148672	protein_coding	2746	N	0.309372772133096	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GOLGA7B	ENSG00000269783	protein_coding	401647	N	0.490990087270799	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	GOT1	ENSG00000120053	protein_coding	2805	N	0.191536307773608	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GPAM	ENSG00000119927	protein_coding	57678	N	0.367946191966258	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GPR123	ENSG00000197177	protein_coding	84435	N	0.596573590279973	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	GPR158	ENSG00000151025	protein_coding	57512	N	0.214944408319592	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GPR26	ENSG00000154478	protein_coding	2849	N	0.507949964214176	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GPRIN2	ENSG00000262722	protein_coding	9721	N	0.143110694748353	0.596573590279973	0.447711526065277	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	10	2
PanCancer	GRID1	ENSG00000182771	protein_coding	2894	N	0.315532942088196	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GRK5	ENSG00000198873	protein_coding	2869	N	0.275173477028602	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GSTO1	ENSG00000148834	protein_coding	9446	N	0.455185007024243	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	GSTO2	ENSG00000065621	protein_coding	119391	N	0.189556660492488	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	GTPBP4	ENSG00000107937	protein_coding	23560	N	0.317269605394818	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	1	1
PanCancer	H2AFY2	ENSG00000099284	protein_coding	55506	N	0.368419950044196	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HABP2	ENSG00000148702	protein_coding	3026	N	0.434243246269812	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HACD1	ENSG00000165996	protein-coding	9200	N	0.0264267093439539	0.519377675460576	0.454334678399171	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HECTD2	ENSG00000165338	protein_coding	143279	N	0.110355950470095	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HELLS	ENSG00000119969	protein_coding	3070	N	0.25269168584728	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HERC4	ENSG00000148634	protein_coding	26091	N	0.101006014604617	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	1	1
PanCancer	HHEX	ENSG00000152804	protein_coding	3087	N	0.216623364541657	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	1	1
PanCancer	HIF1AN	ENSG00000166135	protein_coding	55662	N	0.416390160453051	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HK1	ENSG00000156515	protein_coding	3098	N	0.39075913937104	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HKDC1	ENSG00000156510	protein_coding	80201	N	0.551951337702834	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HMX2	ENSG00000188816	protein_coding	3167	N	0.406346911690665	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	HMX3	ENSG00000188620	protein_coding	340784	N	0.468011366663163	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HNRNPF	ENSG00000169813	protein_coding	3185	N	0.550657295761399	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	1	1
PanCancer	HNRNPH3	ENSG00000096746	protein_coding	3189	N	0.449539201874929	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HOGA1	ENSG00000241935	protein_coding	112817	N	0.344937452776188	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	HPS1	ENSG00000107521	protein_coding	3257	N	0.43201031414705	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HPS6	ENSG00000166189	protein_coding	79803	N	0	0	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	HPSE2	ENSG00000172987	protein_coding	60495	N	0.336470743099419	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HSPA12A	ENSG00000165868	protein_coding	259217	N	0.229623635505674	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HSPA14	ENSG00000187522	protein_coding	51182	N	0.291020864579912	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HTR7	ENSG00000148680	protein_coding	3363	N	0.266127553443567	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	HTRA1	ENSG00000166033	protein_coding	5654	N	0.550955347509029	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	1	1
PanCancer	IDE	ENSG00000119912	protein_coding	3416	N	0.0162474295583283	0.381786549575447	0.469087666109645	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IDI1	ENSG00000067064	protein_coding	3422	N	0.209922544247961	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IDI2	ENSG00000148377	protein_coding	91734	N	0.493213369733337	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	IFIT1	ENSG00000185745	protein_coding	3434	N	0.455589398720268	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IFIT1B	ENSG00000204010	protein_coding	439996	N	0.537230199089314	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	IFIT2	ENSG00000119922	protein_coding	3433	N	0	0	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	IFIT3	ENSG00000119917	protein_coding	3437	N	0.459318466981946	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IFIT5	ENSG00000152778	protein_coding	24138	N	0.319089382966517	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IKZF5	ENSG00000095574	protein_coding	64376	N	0.121497042114957	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IL15RA	ENSG00000134470	protein_coding	3601	N	0.307318281858327	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	IL2RA	ENSG00000134460	protein_coding	3559	N	0.410405586405492	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	INA	ENSG00000148798	protein_coding	9118	N	0.278222226507032	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	INPP5A	ENSG00000068383	protein_coding	3632	N	0.285512618934631	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	INPP5F	ENSG00000198825	protein_coding	22876	N	0.366303710000138	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	INSYN2	ENSG00000188916	protein-coding	642938	N	0.253484404533156	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	IPMK	ENSG00000151151	protein_coding	253430	N	0.249425313371594	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ITGA8	ENSG00000077943	protein_coding	8516	N	0.193949495016181	0.596573590279973	0.447711526065277	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	ITGB1	ENSG00000150093	protein_coding	3688	N	0.316796761243383	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	Y	N	2	2
PanCancer	ITIH2	ENSG00000151655	protein_coding	3698	N	0.532256926578511	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ITIH5	ENSG00000123243	protein_coding	80760	N	0.50415903957179	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	ITPRIP	ENSG00000148841	protein_coding	85450	N	0.585036453429145	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	JAKMIP3	ENSG00000188385	protein_coding	282973	N	0.348911497833954	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	JCAD	ENSG00000165757	protein-coding	57608	N	0.576906426504319	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	JMJD1C	ENSG00000171988	protein_coding	221037	Y	8.95639948630849e-05	0.00485118507985197	0.673447374246331	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	20	4
PanCancer	KAT6B	ENSG00000156650	protein_coding	23522	Y	0.133517458167309	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	21	4
PanCancer	KAZALD1	ENSG00000107821	protein_coding	81621	N	0.332732820266877	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KCNIP2	ENSG00000120049	protein_coding	30819	N	0.328693069712039	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KCNK18	ENSG00000186795	protein_coding	338567	N	0.35893596226187	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KCNMA1	ENSG00000156113	protein_coding	3778	N	0.113719851031273	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KIAA1217	ENSG00000120549	protein_coding	56243	N	0.596573590279973	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KIAA1279	ENSG00000198954	protein_coding	26128	N	0.595873348312802	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	KIAA1462	ENSG00000165757	protein_coding	57608	N	0.596573590279973	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	KIAA1598	ENSG00000187164	protein_coding	57698	N	0.596440522253905	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	KIF11	ENSG00000138160	protein_coding	3832	N	0.000277316973470518	0.0135798863267817	0.627480718224697	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	10	2
PanCancer	KIF1BP	ENSG00000198954	protein-coding	26128	N	0.33818431939121	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KIF20B	ENSG00000138182	protein_coding	9585	N	0.0431534438109502	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KIF5B	ENSG00000170759	protein_coding	3799	Y	0.00839115024061817	0.24065630324919	0.49128278875906	1	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	21	4
PanCancer	KIN	ENSG00000151657	protein_coding	22944	N	0.299535232327326	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	KLF6	ENSG00000067082	protein_coding	1316	Y	0.219320368852303	0.596573590279973	0.447711526065277	1	Y	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	24	4
PanCancer	KNDC1	ENSG00000171798	protein_coding	85442	N	0.171894311170465	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LARP4B	ENSG00000107929	protein_coding	23185	Y	1.73518032413676e-07	1.13202499101829e-05	0.88120990740404	2	N	Y	Y	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	31	4
PanCancer	LBX1	ENSG00000138136	protein_coding	10660	N	0.560200012907096	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LCOR	ENSG00000196233	protein_coding	84458	N	0.390928144803318	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	1	1
PanCancer	LDB1	ENSG00000198728	protein_coding	8861	N	0.297363087979	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	0	0
PanCancer	LDB3	ENSG00000122367	protein_coding	11155	N	0.398356862675738	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LGI1	ENSG00000108231	protein_coding	9211	N	0.517347537115796	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LHPP	ENSG00000107902	protein_coding	64077	N	0.382123978669249	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LIPA	ENSG00000107798	protein_coding	3988	N	0.441391563901347	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LIPF	ENSG00000182333	protein_coding	8513	N	0.495794671761581	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LIPJ	ENSG00000204022	protein_coding	142910	N	0.256848015465861	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LIPK	ENSG00000204021	protein_coding	643414	N	0.429395885977537	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LIPM	ENSG00000173239	protein_coding	340654	N	0.228018320448406	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LIPN	ENSG00000204020	protein_coding	643418	N	0.444513966475672	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LOXL4	ENSG00000138131	protein_coding	84171	N	0.495843614960316	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LRIT1	ENSG00000148602	protein_coding	26103	N	0.43120054535522	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LRIT2	ENSG00000204033	protein_coding	340745	N	0.521200270882167	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LRMDA	ENSG00000148655	protein-coding	83938	N	0.357990530412214	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LRRC18	ENSG00000165383	protein_coding	474354	N	0.168027530969838	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LRRC20	ENSG00000172731	protein_coding	55222	N	0.526869059222342	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	LRRC27	ENSG00000148814	protein_coding	80313	N	0.220388763929202	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LRRTM3	ENSG00000198739	protein_coding	347731	N	0.295155192269054	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LYZL1	ENSG00000120563	protein_coding	84569	N	0.563744183860372	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LYZL2	ENSG00000151033	protein_coding	119180	N	0.179262192342164	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	LZTS2	ENSG00000107816	protein_coding	84445	N	0.246918620022302	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MAP3K8	ENSG00000107968	protein_coding	1326	N	0.25696061845582	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	Y	Y	N	N	N	N	N	N	Y	N	2	2
PanCancer	MAPK8	ENSG00000107643	protein_coding	5599	N	0.322814979990349	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	N	1	1
PanCancer	MARCH5	ENSG00000198060	protein_coding	54708	N	0.409590806464835	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MARCH8	ENSG00000262448	protein_coding	220972	N	0.469824377376229	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MARVELD1	ENSG00000155254	protein_coding	83742	N	0.499281163103119	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	1	1
PanCancer	MASTL	ENSG00000120539	protein_coding	84930	N	0.0556921542789408	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MAT1A	ENSG00000151224	protein_coding	4143	N	0.304516233653632	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MBL2	ENSG00000165471	protein_coding	4153	N	0.403095403669615	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MCM10	ENSG00000065328	protein_coding	55388	N	0.205325254193356	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MCMBP	ENSG00000197771	protein_coding	79892	N	0.411794788196878	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MCU	ENSG00000156026	protein_coding	90550	N	0.49467114877576	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	MEIG1	ENSG00000197889	protein_coding	644890	N	0	0	1	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	10	2
PanCancer	METTL10	ENSG00000203791	protein_coding	399818	N	0.595345533674717	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MFSD13A	ENSG00000138111	protein-coding	79847	N	0.454125303325564	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	0	0
PanCancer	MGEA5	ENSG00000198408	protein_coding	10724	N	0.593815881408056	0.596573590279973	0.447711526065277	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	0	0
PanCancer	MGMT	ENSG00000170430	protein_coding	4255	N	0.3973974542161	0.596573590279973	0.447711526065277	2	N	N	N	N	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	12	3
